tweet_text,images,target,anotasi
Rasullullah di bilang sesat kalian bungkam. Giliran ada video Gus MuwafiQ yang di edit seolah menghina Rasulullah kalian marah. Dasar kaum BANGSAT!! https://t.co/9QxPphKWGx,1201423527544406016_0.jpg,muslim,hate
USER Pepel Bawukmin lagi bingung seperti kambing linglung... Mau jadi kadal gurun udah gak dianggep Mau jadi kampret malah diusir Mau nyamar jadi nasionalis cuma jadi olok-olok Dasar keset Welcome Take a beer 🍺 https://t.co/TuDu2tdyu0,1668238724961030144_0.jpg,arab,hate
USER Tuh oten boleh nidurin istri orang https://t.co/IjpxHgTe07,1789120276212670518_0.jpg,nonislam,hate
Leh ugha nich jadi peyeumpuan 😂😂 #NewProfilePic https://t.co/BpAlJ9sBe8,1308055279649480704_0.jpg,wanita,not hate
Model kafir halal darahnya dan tidak bisa saling toleransi https://t.co/YbST8xe6AU,1783483124363788349_1.jpg,nonislam,hate
"2. The Hater (Polandia) Perjuangan seorang lelaki demi pansos &amp; bisa diterima keluarga cewek idaman. Sampai jadi penipu, hacker, provokator ulung, bahkan pembunuh. Tapi berujung dia jadi pahlawan terhormat. Edan lah. https://t.co/hoPICwbvjU",1538406005234540544_0.jpg,wanita,not hate
"Imigran Yaman Memang Sudah Bikin Rusuh, Bikin Onar. Ngemis dengan dalih Agama, Bahkan Menghina orang Pribumi. Lah, Merekalah Yang Sudah Numpang Hidup Tapi NGGA TAHU DIRI. Habib Palsu Anjing Bangsat. TIDAK ADA TURUNAN NABI DI INDONESIA. NASAB HANYA ADA DI YAMAN. USIR HABIB YAMAN ! https://t.co/U1qIFpU09S",1782126634025529850_1.jpg,arab,hate
"Ini orang biasa menjilat kadrun, bahkan sampe cium tangan JK si pendana teroris dan teman Taliban, pun gak mempan terhadap aksi jihad pakai UU ini. https://t.co/pFhJewJm1q",1780572971901616372_0.jpg,arab,hate
USER si bego modal ngangkang doang lo https://t.co/rEAdZu5rc5,1315253620107956224_0.jpg,wanita,hate
USER USER USER USER USER USER Ternyata dia kaum tulang lunak https://t.co/87e8lIRhuP,1737688964411310338_0.jpg,lgbt,hate
USER Radikal jugi si poltak USER ngekor pecinta lubang anus 😂😂😂😂 jgn2 doyan juga nih. USER pun memantau 🤣🤣🤣🤣 https://t.co/EdEYjHT3nJ,1219596490538008576_0.jpg,lgbt,hate
potosut manamo konoka yg kek poster seri lesbong gagaoolala dulu juga dari young gangan https://t.co/EFkZv0O8pv,1636560998185439233_0.jpg,lgbt,not hate
Jaman blom pada kenal kadrun... 🥱😛 https://t.co/yrtCfM2rNc,1777591925727535604_0.jpg,arab,hate
"Mvs Midnight (2021 🇰🇷) on frame: Kim Hyeyoon &amp; Park Hoon. Nasehat Abang ke adek: kalo masih pacaran, jgn jd cewe matre 😄👍 https://t.co/oL7p0MwSJ1",1432235820396670976_0.jpg,wanita,not hate
USER Wan Bahlul tukang Ngibul itu lagi di Giring Polisi Arab Akan di interogasi Terkait Mahoni Mekah yang Hilang 😰 #WanBahlulKartuMati #TukangKibulCepetMati #NaikinHajiKelebihanBayar https://t.co/Sh6xi9nB7s,1678278042840604673_1.jpg,arab,hate
USER Nama Yaman 2 bangsat ini... ha-LIEM-ah dan MU'IZ. https://t.co/vMyceR1XRh,1781626821794226191_0.jpg,arab,hate
apaaa? pak sutat bajreyy apah pak qardhawi-takfiri-radikal-radilum-bombunuh diri. ah nt mah pitnah bro kagak percaya gw ma pokalis gagal ngorbit x leader sekte ngaji manghaj ngebul. maaf ni ye pa sutat saya lebih percaya si bunting ma fadlallah https://t.co/6QjUQmmh14 https://t.co/xcQOLyeWV8,1782600837564608675_2.jpg,muslim,hate
"Jubah putih sbg presentasi org salih ini panjang asal-usulnya. Bahwa dulu ga jadi soal, &amp; kini jadi soal, memperlihatkan masyarakat yg berubah, bukan yg lain. Apa jadinya kalo film skrg tampilkan Wali Songo, yg kerap ditempatkan sbg duta moderasi Islam &amp; lokal, berpakaian gini? https://t.co/f6ufa1ntX1",1349187986647248896_0.jpg,muslim,not hate
"Kalian percaya habib kaya gini kelakuannya, lantas dia menilai orang lain seperti Panji Gumilang sesat? https://t.co/EJOrDRFbqS",1686213664930762754_0.jpg,muslim,hate
"HAMAS ternyata demen model ginian. Lagi nge-trend kaum cemong, lesbong, waria pada mendukung HAMAS. https://t.co/xAl4AbyRhl",1787023867195912457_0.jpg,lgbt,hate
"Menteri Agama Pertama 1946 HM Rasjidi Profesor Ulama Hafal Quran Anti Syiah Menag Zaman Jokowi 2020, Yaqut Omongannya Dinilai Kasar, Bela Syiah dan Ahmadiyah Penista Islam Dajjal Ya Allah https://t.co/k7GKIqYcFO",1772062965388419135_0.jpg,muslim,hate
sugar baby tuh sama aja kek ani ani y https://t.co/cHgmEePd7p,1777245006564405756_0.jpg,wanita,hate
USER mff yh klo homok bgt https://t.co/i245pM940T,1788800742683496919_0.jpg,lgbt,not hate
"Maaf no salty ya🙏 salah satu alasan aku blm mau nikah itu karena aku gabisa masang gas. Menurut kalian gimana sm cewe yg bisa masak tapi gabisa masang gas? Aku dh nyoba tp gabisa, malah kyk loncat gitu ujungnya pas mau dipasang😔 💚 https://t.co/rukod9EgRF",1754007535500362030_0.jpg,wanita,not hate
"Islam tidak membeci kesenian. Salah satunya musik, seni tidak terpisah dari kehidupan manusia. Hukum asal dari kesenian adalah bolek. Namun kebolehan dan larangannya tergantung pada niat, pesan, efek dan konteksnya. #Muhammadiyah #HukumMusik #IslamBerkemajuan https://t.co/aOyvycyXGL",1789249093539188834_1.jpg,muslim,not hate
"Nemu ini di cibinong, dasar cabe-cabean:p USER USER USER http://t.co/f4lQVeiz8m",450516309726347265_0.jpg,wanita,hate
"Eh sumpah lo cewe-cewe indo najis banget. Bayangin berapa banyak perempuan yang dapet pelecehan seksual dan pengen dapet keadilan, lah lo malah ngerendahin diri sendiri dan ngelecehin pemain timnas. Sakit jiwa lo semua. GWS DEH. https://t.co/1Kdrm1Jzu7",1787015124139827273_3.jpg,wanita,hate
"USER USER Iye,ngatai org najis &amp; jahat,kyk dia org paling suci &amp; benar😏 Coba aja cari berita ttg kelakuan pengungsi Rohingya ini knp smpe ditolak di bbrp negara &amp; Indonesia ""dipaksa"" UNHCR hrs nampung bhkn ksh pulau penampungan, nah yg najis siapa skrg⁉️ https://t.co/ToFzDas2cN",1733670566559875485_1.jpg,rohingya,hate
"USER USER USER Cocote USER memang asbun&amp;songong! Pokok'e kaum oposan(pecinta HRS)wajib tenggelamkan setiap wajah2,nama2,kader2&amp;partai2 koalisi sekolam rezim bani bipang bin bani klenik anus sepilis!😆 https://t.co/gtcmTeEm17",1506864467971551240_0.jpg,lgbt,hate
kok ada ya yg salfolan sama penista agama Islam kayak gini? mohon disikapi ya.. https://t.co/ofyahl96Kh,1765578897528361031_0.jpg,muslim,hate
"Di Adidas sebentar, yg menarik ada opsi pasang nameset walaupun g utk semua jersi timnas negara2 mereka, Ada Messi tentu saja, dan Spanyol. Satu lagi yg unik, disana ada jersi Spanyol dg patch juara, alias itu jersi timnas cewe y? #Kultuitjersi | #jersibagus https://t.co/z2gs5Va4Rv",1787014577949212975_0.jpg,wanita,not hate
alhamdulillah ya allah terimakasih sudha memeberikan aku bias cakep dan rajin ngabarin senangnya aku dgn kehidupan parsos dengan cewe cowo kpopku https://t.co/okpmDoOdWN,1756961120253071612_0.jpg,wanita,not hate
Satu satu pria yang di nobatkan sebagai pria paling sempurna di Indonesia yang dikagumi oleh para kaum betina https://t.co/jfU23SlBMi,1297334325604540416_0.jpg,wanita,not hate
"Mbah Anwar Abbas bersabda ttg eljibiti 😋 Coba tanya dong pendapat zuez rocky gerunk, zuezz mardince, dan drun2 kemanyu lainnya ? 🐥 https://t.co/B3zdeAnpRa",1528579031373066240_0.jpg,lgbt,hate
apaaa? pak sutat bajreyy apah pak qardhawi-takfiri-radikal-radilum-bombunuh diri. ah nt mah pitnah bro kagak percaya gw ma pokalis gagal ngorbit x leader sekte ngaji manghaj ngebul. maaf ni ye pa sutat saya lebih percaya si bunting ma fadlallah https://t.co/6QjUQmmh14 https://t.co/xcQOLyeWV8,1782600837564608675_0.jpg,muslim,hate
Akun si penista islam... Silahkan siapa yang bisa mencari alamat lengkapnya https://t.co/qYPfEJdiRM https://t.co/LiBgsSQh4A,1774257847486054498_0.jpg,muslim,hate
"Dan rasa penasaran ttg sepakbola itulah, Adek mulai sering ikut kakak2nya ini nonton Timnas sampai main bola, bareng Ayah, Ibu, dan adik sepupu kami yang kecil. Di sini juga adek pun ketemu sama kakak2 Timnas Putri. Momen dmn Adek tau kalo cewek pun juga ada yang main bola. https://t.co/M8JAVRAr9I",1771086884158030153_1.jpg,wanita,not hate
Keberagaman keagamaan di #2015Parliament. Banyak yg pakai jubah putih tapi bukan Islam. http://t.co/7Rpu9jl9rW,655755232790495233_0.jpg,muslim,not hate
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Related banget... Tapi agak laen kali kalu penganut Kristen Trinitas kebanyakkan masih mendukung orang atheist padahal mereka menikam belakang mereka sendiri. 🤣 https://t.co/uLA8cBW1ub,1789830535251935706_0.jpg,nonislam,hate
"Yeet! Jerome pontol, wasit cina jahattttt https://t.co/YLiAxv7fah",1784976857835966584_0.jpg,cina,hate
dua jomok berkomunikasi https://t.co/jzgTTZ2Mwk,1789634746097774809_0.jpg,lgbt,not hate
"apa perlu kami perlakukan Umat Budha seperti Islam Rohingya?Budha Indonesia tdk pernah protes atas kelakuan terhdp Rohingya, bertanda setuju https://t.co/HmOZrTEUEQ",902673670539157504_0.jpg,rohingya,hate
"USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Matur nuwun, terimakasih, pakai bahasa masing2 daerah ya? 💞💞💞 https://t.co/bgkPxv8iml",1631152326336745479_0.jpg,muslim,not hate
Teruntuk sobat gurun setanah air https://t.co/rJ55xAFJkN,1241910335147094017_0.jpg,arab,hate
Pantes filter ini jadi andalan semua kaum betina Ternyata bisa nutupin jeriwiku yg lagi besar² Hapunten muka aku kentang 🙏 https://t.co/QQzXmSdANB,1286473715127992320_0.jpg,wanita,not hate
Iblis tidak pernah share ayat ayat suci utk menutupi segala kejahatannya. Tapi kalo ada manusia share ayat suci utk menutupi segala kebusukannya &amp; sifat jahatnya. Jelas lonte murahan yang sekarang mau jual dirinya sama kadrun. https://t.co/pBHjYgVlDN,1782382102404890768_0.jpg,arab,hate
"kaum 212 dan jema,ah monaslimin lainya kenak PRENK!!!!!! kira,in para yutuber aja yg suka main prenk ternya pejabat politisi juga lebih jago dan mampu membuat jemaah monas tiarap semua!!!! https://t.co/HzJDowaB2T",1154039849931776001_1.jpg,muslim,hate
katanya kyak mbak2 yg nikah muda krn hamil duluan..... IYA BENERRR TT__TT http://t.co/X8QtBBQhwL,479499759695044608_0.jpg,wanita,not hate
Ya allah ini sudah malam baek-_- Dasar cabe-cabean http://t.co/vRM6C0zBnG,585496828973551617_1.jpg,wanita,hate
info komunitas jomok https://t.co/eVAefkAHrK,1788119743087673366_0.jpg,lgbt,not hate
"USER Hadeh what did y expect sih dr org yg masang bendera pelangi, mereka cmn mau cari atensi aja https://t.co/22g7U3zsLH",1782702837409149034_0.jpg,lgbt,hate
16:45 WIB TIBA DI BANDARA SOEKARNO HATTA PADA MAU NGAPAIN NIH KAUM SIPIT DATANG DADAKAN RAME2× KE INDONESIA https://t.co/IQdvDBybCa,831509959598694401_0.jpg,cina,hate
USER cwk pratama arhan kena serang kaum rahim anget sit https://t.co/5iImIo7tVK,1477611091081379842_1.jpg,wanita,hate
"Betul, ramen walaupun aslinya Kevin lebih sering makan seblak. Selamat ya cewek cantikku USER 😽 Masih semangat? 🥺 Masih ada 6 soal lagi lho. https://t.co/jZKor4PPXP",1788862960120873341_0.jpg,wanita,not hate
Pacar urang kemana ya? Tumbenan pisan ga ada bau baunya. Diculik ani ani mungkin ga ya? https://t.co/StldvzEyw1,1774681138608615652_0.jpg,wanita,not hate
"Kadal gurun tak berkontol penyebar hoax,si anies yg menyamakan dirinya dgn firaun jadi pantas anies dicap sbg firaun https://t.co/5aqcRt1JOZ",1616210255901528064_0.jpg,arab,hate
USER Aku hehe. Dulu keknya aku berusaha jd cewe yg beda drpd yg lain dan terkesan pick me bgttt! Skrggg huhuhu aku suka bgt jd perempuan feminim https://t.co/4VQa6YfybV,1715905486200181075_0.jpg,wanita,not hate
"Twitwor ""tidak semua cewek itu matre"" https://t.co/NjYNtL3700",1309167738175320066_2.jpg,wanita,hate
"ngerjokoin memek jihy0 dari belakang. divideoin dari angle sini bikin sanget banget anjing. tobrutnya kemana-mana. kata gw inisih yg bikin gonta-ganti pacar mulu. liat aja servicenya semantep ini. betah pasti sama doi, ngentot muluuuu. tempiknya dah digilir pasti, emang perek. https://t.co/Emanm2npum",1788237754335117517_1.jpg,wanita,hate
🤣 Pola Pikir LICIK salafi-Wahabi Dan Jawaban yang Elegant dri USER USER Cc; Wahabiyyah USER USER USER USER https://t.co/i2KVLkJwsS,1781177889767170431_0.jpg,muslim,hate
"USER USER Lah emang bener kaya gitu teh, malah emang gitu seharusnya. Wanita sejak jaman purba dulu melihat laki² yg punya sumber daya, atau yg berpotensi punya banyak sumber daya. Ga ada cewe matre, yg ada cuma cewe yg ingin di jamin kehidupannya kelak. Bonus nih :) https://t.co/8jT45tFfC4",1201514289841885186_0.jpg,wanita,not hate
anjay kita ganti soalnya homok bgt https://t.co/1pISS4dJW6,1788522896568291784_0.jpg,lgbt,not hate
USER ngak update🤭🤣 cebong otaknya dikit...kaum tulang lunak pantesan aja suka dengan capres bokeper https://t.co/JwJApVD9H8,1705723318094233809_0.jpg,lgbt,hate
USER Iya radikal banget dah 🤧 https://t.co/iTuDELi1x7,1782738884151152805_3.jpg,muslim,hate
"ya lony ge dry text katany sibuk ama kerjaan ya diputusin lah, bistu seminggu dri situ dh ad cewe, menurut ngana deketnya kapan ituuu https://t.co/T96MZDbsLl",1787858714659364954_0.jpg,wanita,not hate
"Di replies ini begitu orang chindo aja kalian heboh overgeneralisasi, kalo kaum mayoritas baru deh ""salahkan oknum"". Just say you hate chinese people and go. https://t.co/wwOOaK0Zfy",1393023262339346432_0.jpg,muslim,hate
so set manusia seganteng ini jomok https://t.co/7PiDyqdotS,1786963907455885750_0.jpg,lgbt,not hate
"Penyerahan Ijazah dan Pemakaian Jubah Doktor untuk Habib Rizieq dari USIM (Universiti Sains Islam Malaysia) MasyaAllah❤️ Walaupun dipersulit mengambil ijazah doktornya di malaysia, tapi atas ijin Allah Ijazah tersebut yang datang ke ponpes Markaz syariah MM bogor tadi malam. https://t.co/z8pGkdhG7U",1745619408247300280_0.jpg,muslim,not hate
Ternyata USER kalah jauh dengan MUI Sumut😁 Oh ya kapan ada fatwa haram MUI tentang ustad cabul iblis? https://t.co/s10ATnGjsB,1470089077269561344_0.jpg,muslim,hate
Dasar cewek modal ngangkang 😈 https://t.co/sfuWCwMCzh,691874721378492416_0.jpg,wanita,hate
Potret cewe buaya darat betina https://t.co/ydI281Nzw9,1775173005683130442_0.jpg,wanita,hate
ani ani luofu masih laku aja https://t.co/nXflkJVLO2,1775570645222592616_0.jpg,wanita,hate
Lakor udah eneg ama dia Tp dia malah umbar aib. Modal ngangkang morotin duit lakor kok bangga. Lont3 Laknat Abadi !! Orang mah tobat trus diem. Ini koar2 umbar aib. Sampah Bangke ! #DenisePembohong https://t.co/6Utsuy2Af3,1588757254811287552_0.jpg,wanita,hate
Mari terus mewaspadai kamuflase yang dilakukan kelompok radikal. Sebab mereka selalu bergerak membuat pola baru. https://t.co/sONWDeQizD,1781970142009917695_0.jpg,muslim,hate
"#KamiPilihJKW2019 Jd trending yah? Yg ngetweet ava cewe semua, pas buka profilnya cuma 1 following? Buzer murahan!! #2019GantiPresiden https://t.co/7D0CbQN8pH",1024234175132446720_0.jpg,wanita,hate
Dudududu~ Yang rusuh tuh bagian dari lo rahim anget rahim anget 🤣 https://t.co/mxD1sKqY24,1703190001339826494_0.jpg,wanita,hate
"18! Agak kesel ga si bacanya dia perempuan tapi menganggap rendah dan murahan cewe-cewe yg udah ga perawan, konten tiktoknya aja isinya nyindir perempuan, huft. https://t.co/2UjnwlnmWT",1764154168825246020_0.jpg,wanita,hate
SMA Muhammadiyah 10 Surabaya punya tim orchestra Anggotanya siswa-siswi yang punya bakat bermusik dan bernyanyi dengan suara merdu Bahkan banyak anggotanya siswa-siswi yang difabel Orchestra ini juga bentuk salah satu bukti bahwa Muhammadiyah tidak anti musik https://t.co/Zxzqjxnkwg,1786943905235358185_0.jpg,muslim,not hate
USER Ga live report timnas cewe Ti?? https://t.co/z9vTsGJOnN,1787458067132797014_0.jpg,wanita,not hate
"USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Orang bodoh, tidak paham ajaran sendiri malah menghina agama lain, terbukti ajaran kristen itu ajaran sesat srpanjang 2000th di tanya apa malah menghina, bego lo ya? https://t.co/CdF10f8BUy",1772948026115448952_0.jpg,nonislam,hate
"Alasan mengapa bendera pelangi terus ditambahi Terakhir Microsoft mengkombinasikan 40 bendera komunitas LGBT di seluruh dunia.. Bayangkan 40 komunitas atau varian, dah macam VIRUS covid.. https://t.co/AWV8zbjimz",1667572500065308674_1.jpg,lgbt,hate
"Islam tidak membeci kesenian. Salah satunya musik, seni tidak terpisah dari kehidupan manusia. Hukum asal dari kesenian adalah bolek. Namun kebolehan dan larangannya tergantung pada niat, pesan, efek dan konteksnya. #Muhammadiyah #HukumMusik #IslamBerkemajuan https://t.co/aOyvycyXGL",1789249093539188834_0.jpg,muslim,not hate
"muka gua absurd:"" USER 4m emang ga tau malu♥♥ 4M_KHYNA: dasar cabe cabean gatau malu USER USER USER http://t.co/PVYWHoYypN",481063282090852354_0.jpg,wanita,hate
Pangkatnya tinggi mana antara Bapak Komodo dibanding Komandan KADAL Gurun? Supaya Askar tidak bingung. https://t.co/TW4fQO8zLu,1622203339449724928_0.jpg,arab,hate
"USER kira kira cewe ada yg mau ga ya, naik nmax kebon https://t.co/gvw6iwEf2r",1528965362116571136_0.jpg,wanita,not hate
"USER aww, mungkin ini komen salah satu yang bikin rahim anget https://t.co/hd8veUL30i",1319534749744988161_0.jpg,wanita,hate
"Bukannya punya respek kepada Mas Butet yang sedang menyampaikan kesedihannya, akun Dewa 19 ini malah seirama dengan akun pendukung 212.. Kalian memang ga bisa lepas dari kaum pembenci Jokowi.. https://t.co/EuXHi4EMCC",1715734615917482428_0.jpg,muslim,hate
"Bertahun2 dijadikan sebagai musuh dunia, Russia tetap berdiri kokoh dan memiliki sikap yg jelas atas berbagai hal. Misal pendudukan Palestina juga gerakan kaum pelangi sbg teroris/ekstremis 😴 https://t.co/JnEG2btUgm",1772421138510918107_0.jpg,lgbt,not hate
"Inget cg pidan vespa cg campahin ajak cewek, pedalem sebenarne cewek to sg nawang ape, wkwkwk Sory malu bos, vespa rge bekas seharga scoopy baru bos bahkan bise sampek seharga Nmax baru, wkwkwkwkwk Nak main vespa gen ane nawang, wkwk https://t.co/mg6a70jqHF",1585921315579383808_0.jpg,wanita,not hate
"USER Empaty dan simpati yg memilih pada siapa 😅 Selain anak Banserep ormas kesayangan Jokowi, EGP https://t.co/LhdccxUT3f",1629582851296608256_1.jpg,muslim,hate
"Ada ya, BEM yang bangga karena bikin aksi nindas kaum rentan? Lu nuntut pengungsi Rohingya dideportasi, mau mereka balik ke Myanmar dan dibunuh sama junta dan ekstrimis disana? Goblok lu semua, mahasiswa kok gapunya otak??? https://t.co/NxbQAyz5gO",1740020001032356193_1.jpg,rohingya,hate
"Gelar Habib abal abal ,ustaz jadi jadian, mereka semua hadir bersatu memupuk kebencian pada satu sosok pak JOKOWI. Tidak benci dg si anu atau si itu. Mereka semua berbondong2 memakai jubah agama islam. WASPADALAH !!! https://t.co/za7OevhUwX",1143484481421996032_0.jpg,muslim,hate
Enak nih kayak nya buat memek perek gesek di badan keker nya gua https://t.co/8ltLzoHOC4,1786906970336985170_1.jpg,wanita,hate
"tambahin nihh piyu : ""ngapain lu serius bgt? stalk cewe yak apa war krs?"" apis : ""paan dah org lagi nyari promo seblak jirrr"" https://t.co/W9gbabZOqS",1782413850291446027_0.jpg,wanita,not hate
Kayak biro wisata aja ternyata ada agen nya🤔 Joko menyebutkan para pengungsi Rohingya tersebut dikoordinir oleh agen dengan biaya yang sudah ditentukan. Biaya itu sekitar Rp 20-100 ribu taka atau setara Rp 3-15 juta per orang. https://t.co/8EG8fFDYtT,1736383942964785585_0.jpg,rohingya,hate
Bismillah Innalilahi wainnailaihi rojiun 😔 DEMI INVESTASI..! DEMI KOMUNIS CINA..! RAKYAT PULAU REMPANG DIHABISI.! Investasi menjadi berhala bagi Pemerintah di rezim jokowi.! Rakyat pun dihabisi secara FISIK maupun PSIKIS.! #TolakPenggusuranRempang #TolakPenggusuranRempang https://t.co/EhasX9EK1L,1699942041197912494_1.jpg,cina,hate
"USER USER Belajar lagi bro, awal OTEN pengikut Yesus lambangnya ""ikan"" https://t.co/vdMCEQL18D",1788255029239152773_0.jpg,nonislam,hate
"Mari kita donasi buat sodara2 kita USER , USER Take a Beer .... 🤭🤭🤭 https://t.co/HUETISB03t",1711318707027509256_0.jpg,muslim,hate
cewe bali bawa Nmax starter pack https://t.co/wvws40HFdy,1144125958594502656_1.jpg,wanita,not hate
ikutan ah. walopun aku kris10 yg gada akhlaknya hihi #CariYangKristen https://t.co/ojahF9zD0w,1260656049180180480_0.jpg,nonislam,not hate
USER Yang suka garong ternyata bukan yaman https://t.co/cHpR3P9U7C,1782258572270895226_0.jpg,arab,hate
"Narasi orang Rohingya dulu saat puncaknya di 2015 selalu dikaitkan dengan persaudaraan sesama Muslim di Indonesia, banyak sekali masyarakat kita yang empati sama mereka. Entah kenapa di tahun 2023 ini semua empati itu hilang semua, sepertinya udah melek sama kelakuan mereka? https://t.co/RSOm554esJ",1735453572870111249_0.jpg,rohingya,hate
Tapi kadrun meng-angguk² sambil berteriak tuak beer!!! . https://t.co/hd32Ijilgu,1422097235651661825_0.jpg,muslim,hate
USER Dan kesalahan wanita pribumi bangga klu dekat dengan namanya habib walaupun palsu https://t.co/pOAVcbFuDk,1710253581620892037_0.jpg,muslim,hate
Negara Arab sudah jadi ANTEK Yahudi Zionis Israel Cc. USER https://t.co/PCE03TSvqs,1724794706692071728_0.jpg,arab,hate
USER USER NU SAS&amp;Banserep Ramadhannya bareng sama kaum radikal ...? 🌾🌾🌾 https://t.co/0R26L7ZJZp,1381584466666082305_0.jpg,muslim,hate
"USER Saya mahasiswa yg hobby nya main ke perpus dan gapernah absen nonton club bola kesayangan. Yang ga jarang di teriakin cewe murahan di tribun atau di catcalling, tp gapernah aku diemin dan pastinya selalu aku lawan. Karna aku bebas melakukan apa yg aku suka! #perempuanasikasikaja https://t.co/uvdrJojrzc",1184361677753479169_1.jpg,wanita,not hate
USER nih buat kaum pelangi😳💗 https://t.co/k0CIdlCa0b,1781899077527253196_0.jpg,lgbt,hate
kurang homok apalagi (ngangkang buat cowo) https://t.co/P5ac4IazuC,1787819059394052600_0.jpg,lgbt,hate
"Dapet NMAX lagi. Namun, kali ini drivernya cewe 😎 USER USER https://t.co/Vqm9g9YKAU",762985936632160256_0.jpg,wanita,not hate
"1. gua liat kok, gua liat blink ada yg ngatain t ini itu tpi ada penyebabnya, kalo fans lu ga ngatain j murahan, cewe sana sini, l word juga blink biasa aja kok 2. tau ga itu replyan tweet apa? jgn ss bagian blink ngatain balik dong 😂 harus tau dulu awalnya gara gra apa 😂 https://t.co/Go0oe95urs",1660188866773647360_0.jpg,wanita,hate
"Buku karya ketum kaum sodom stad USER jingan . Kalo yang merasa punya penyakit darah tinggi &amp; rahang nya masih lemah mendingan jangan baca buku ini . Karena , dibutuhkan kesabaran extra dan rahang yg kuat untuk membaca buku ini . NGERTI GA ? JANGAN IYA IYA AJA! https://t.co/6PjtL8UBK8",1196316824528310273_0.jpg,lgbt,hate
USER Take Beer gak nih ? 😅 https://t.co/iRuVdHmxH5,1735655722808201444_0.jpg,muslim,hate
"Haram buat gue, satu barisan dengan manusia satu ini yg mengatakan bhw "" ISLAM adalah agama arogan "".. Manusia ini bukan hanya seorang Penista agama islam tp juga menghina para habaib n ulama... Fuck Off Abu Janda.. 🖕🖕 https://t.co/5yoYyoXOit",1722360666928173313_0.jpg,muslim,hate
"USER USER USER jadi cewe tu salah mulu ya heran. cowo yang berulah cewe yang kena getahnya.. cowo yang sagne cewe yang dibilang murahan karna mau aja. padahal mau sama mau tar dibilang cewenya yang godain, gatel dsb. giliran nolak tar dibunuh ahahaha lawak banget kaum jantan ini memang.. https://t.co/kU6XE6puiS",1646001768030150663_1.jpg,wanita,hate
USER USER Ustad wahabi diem saja melihat kemungkaran yg dilarang nabi? Tapi berisik melihat amalan yg berbeda dari ulamanya.. https://t.co/GsgVsmoKTW,1780912538525528572_0.jpg,muslim,hate
"42,4 + 28,0 = 70,4% Mantap ½ putaran menang....... Take a beer...... https://t.co/zpZFbjzYGK",1656647422389682176_0.jpg,muslim,hate
💚 wdyt sm kaum rahim anget? 😭 https://t.co/Dhy2Ei8U4V,1590524108810252289_0.jpg,wanita,hate
Ternyata USER kalah jauh dengan MUI Sumut😁 Oh ya kapan ada fatwa haram MUI tentang ustad cabul iblis? https://t.co/s10ATnGjsB,1470089077269561344_3.jpg,muslim,hate
Pendapat Cewek Yang Jadi Boncenger Nmax https://t.co/oJfzbQUE60 https://t.co/t0I82Rt3od,1166730204569571328_0.jpg,wanita,not hate
Aku : mas aku bukan cewe murahan!! Daisuke kanbe : https://t.co/P4uOBjJMBG,1248399071426953222_0.jpg,wanita,not hate
"Abis nonton bola, jengkel sama wasit cina curang!! https://t.co/Qd6d0Byprf",1784991355581948189_0.jpg,cina,hate
Ini laten komunis dg jubah ISLAM yang anda maksud USER https://t.co/l5oIIyaLBn,1595557148146139138_2.jpg,muslim,hate
"CABE! ""@retnopngst_: Astapirullah&gt;&lt;""@diindaaae: SUMPAH ATRIS INI GILAK!!!! DASAR CABE-CABEAN USER http://t.co/0rE3ythHmx""",484230276227141632_0.jpg,wanita,hate
Bagaimana mungkin Prabowo lebih dianggap paling mewakili kepentingan umat Islam sementara penista islam no wahid di Indonesia ini diberi ruang dan bergabung dan ada bersama koalisinya? Yg ada adalah menyakiti umat Islam!! https://t.co/MMJDFMWXAx,1728938470851366964_0.jpg,muslim,hate
"kepada seluruh rekan paguyuban sobat gurun, selalu ingat ini di setiap kalian membadut🙏🏻 hyunjeong tiktok🙏🏻 https://t.co/Q29rSQNUUB",1420595674349928448_0.jpg,arab,hate
"USER kpn slesainy, women ☕ https://t.co/ZWgJLKOXHU",1567513585097781251_0.jpg,wanita,not hate
USER Wahabi-Syiah adalah kesesatan dan pemecah belah umat Islam https://t.co/bCOwYrEx8b,1781299993351278847_0.jpg,muslim,hate
"6. Apa karena kau memakai batik kemana, lantas kau anggap dirimu cinta NKRI? rosul memakai jubah, lantas abu jahal dg berjubah juga minta dianggap mencintai Islam? Pret lah kamu mas USER https://t.co/yZpW7ns2vL",1000707190762586112_0.jpg,muslim,hate
the nuruls wajib punya ! sweater rajut cable bahan tebal cakep buat dipake buat keluar beli seblak atau ke gacoan 😍 https://t.co/Gbz6NMIDyh,1771181977883808054_0.jpg,wanita,not hate
